sample_id,any_picorna,any_calici,any_pos,virus_general,dataset,specific_roost_site,roost_site,latitude_s,longitude_e,sampling_session,processing_date,year,bat_species,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,predicted_mass_g,mass_forearm_residual
MIZ516,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,11.1,74,33,10.5,4,1.3,60.86636018,-5.866360184
MIZ517,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,71,11,73,31,11.5,12.5,10,67.66040358,3.339596424
MIZ518,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,77,2019-09-19,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,70,10.7,70,32,10.7,16,9,63.14793596,6.852064041
MIZ525,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-15,2019,Rousettus madagascariensis,male,J,yes,no,NA,NA,47,11.07,64.1,27.8,8.7,7.7,7.8,NA,NA
MIZ526,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-15,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,69,10.67,67.5,33.5,10.5,4.4,3.4,54.51573626,14.48426374
MIZ527,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-15,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,67,11.59,71.4,44.1,11.5,11.7,8.7,65.2385596,1.761440399
MIZ528,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-15,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,68,11.74,74.8,34.5,11.8,6.6,4.3,70.42616673,-2.426166733
MIZ529,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-15,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,44.5,11.69,69.9,33,11.4,3.4,2,56.84704461,-12.34704461
MIZ536,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-15,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,68,12.17,69.7,35.3,10.3,9.7,4.5,62.70342374,5.296576264
MIZ537,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-15,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,60,11.43,70.5,32.9,12.9,11.1,9.7,63.89152207,-3.891522074
MIZ539,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-16,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,62,11.73,71.3,33.9,13.1,5.2,5,65.08834503,-3.088345026
MIZ545,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,85,2019-11-13,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,58,11.27,71.8,33.8,10.9,3.6,3.4,58.70399661,-0.703996606
MIZ545,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-16,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,75,11.69,69.8,31.6,12.7,7.4,8.2,58.70399661,-0.703996606
MIZ545,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-16,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,75,11.69,69.8,31.6,12.7,7.4,8.2,62.85145769,12.14854231
MIZ545,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,85,2019-11-13,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,58,11.27,71.8,33.8,10.9,3.6,3.4,62.85145769,12.14854231
MIZ546,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,85,2019-11-13,2019,Rousettus madagascariensis,female,J,no,no,NA,NA,70,10.21,68.5,34.6,12.3,5.7,4.2,63.29638013,-3.296380126
MIZ546,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-16,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,60,11.45,70.1,34.5,10.8,10,7.5,63.29638013,-3.296380126
MIZ548,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,85,2019-11-13,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,70,10.99,68.6,31.9,13.6,5.3,4.8,63.89152207,1.108477926
MIZ548,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-16,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,65,11.15,70.5,34.7,12.5,9.4,6.2,63.89152207,1.108477926
MIZ548,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,85,2019-11-13,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,70,10.99,68.6,31.9,13.6,5.3,4.8,55.58224449,14.41775551
MIZ548,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,81,2019-10-16,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,65,11.15,70.5,34.7,12.5,9.4,6.2,55.58224449,14.41775551
MIZ555,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,85,2019-11-13,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,62,11.64,70.8,33.6,11.8,7.01,6.6,64.33931015,-2.339310152
MIZ561,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,85,2019-11-14,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,74.5,11.44,71.2,32.8,13.3,10.3,11.9,64.93826623,9.561733772
MIZ568,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,85,2019-11-14,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,67,12.4,74.4,35,12.5,5.5,4.6,69.80780201,-2.807802012
MIZ573,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-10,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,78,11.52,68.9,33.4,10.6,6.2,6.2,61.52408546,16.47591454
MIZ574,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-10,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,74,11.51,65.4,32.1,9.3,7.5,8.1,56.46839126,17.53160874
MIZ575,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-10,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA
MIZ576,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-10,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,78,11.94,76.1,36.5,12.5,8.6,6.4,72.45058121,5.549418794
MIZ578,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-10,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,NA,11.81,72.6,35.5,14.1,9.6,9.7,NA,NA
MIZ582,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-10,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,74,11.96,73.8,35.6,12.7,9.3,8.5,68.88426838,5.115731624
MIZ583,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-10,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,80,12.64,74.2,36.5,12,11.1,9,69.49942183,10.50057817
MIZ585,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-10,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,58.5,11.82,70.2,33.1,14.2,9.8,12.4,63.44496089,-4.94496089
MIZ588,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-10,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,78,11.58,70.9,33.9,9.6,9.6,6.9,64.48884517,13.51115483
MIZ590,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-11,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,78,12.08,69.3,30.7,13.4,10.2,6.2,62.11265735,15.88734265
MIZ591,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-11,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,60,12.32,70.8,33.2,10.5,8.9,6.4,64.33931015,-4.339310152
MIZ594,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-11,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,68,10.62,70.4,30.9,12.9,11.5,9.3,63.74253193,4.257468067
MIZ595,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-11,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,70,12.55,71.5,34.8,11.1,11.1,7.5,65.38890988,4.611090116
MIZ598,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,88,2019-12-11,2019,Rousettus madagascariensis,NA,NA,NA,NA,NA,NA,55,11.4,61.9,30.7,10.7,7.6,6.7,NA,NA
MIZ603,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,75,11.12,71.8,35,14.8,14,9,65.84077431,9.159225691
MIZ605,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,female,NL,no,no,NA,NA,61,9.3,69,33,12.5,4,3.5,55.97091117,5.029088835
MIZ606,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,75,10.45,71,34.5,12,12,7,64.63851623,10.36148377
MIZ607,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,76,10,74.5,36,12,10,7,69.96219274,6.037807257
MIZ609,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,80,11.32,72.5,33.5,14.6,8.5,8,66.8998619,13.1001381
MIZ614,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,70,10.5,79.5,31.5,10.5,8.5,7,77.8508667,-7.850866703
MIZ615,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,female,P,no,no,NA,NA,60,10.1,68,31,14,5,4,55.00008832,4.99991168
MIZ619,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,85,13,79,32.5,10,10.5,9,77.04718087,7.952819125
MIZ622,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,75,11.1,74.5,34,13.5,11,9.5,69.96219274,5.037807257
MIZ624,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,90,2020-01-31,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,80,11.7,76,38,9,12,9,72.29405925,7.705940746
MIZ629,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-09,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,50,11.6,70,32,13,10.5,8.5,63.14793596,-13.14793596
MIZ630,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-09,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,95,11.2,70,33,14,11,7,63.14793596,31.85206404
MIZ632,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-09,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,95,11.3,74,35,11,12,11,69.19157711,25.80842289
MIZ633,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-09,2020,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,10.1,71,30,13,5,2.5,57.92091764,-2.920917642
MIZ636,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-09,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,70,10.7,79,33,10,14,11,77.04718087,-7.047180875
MIZ638,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-09,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,70,11.2,63,32,10,12,9,53.10056569,16.89943431
MIZ640,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-09,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,NA,11,70,31,13,13,11,NA,NA
MIZ646,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-10,2020,Rousettus madagascariensis,female,J,yes,no,NA,NA,89,10.49,71,32,12,2.5,2,NA,NA
MIZ647,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-10,2020,Rousettus madagascariensis,male,A,no,no,NA,NA,95,11.3,71.5,32.5,10,9,7.5,65.38890988,29.61109012
MIZ65,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,24,2015-04-25,2015,Rousettus madagascariensis,male,A,NA,NA,NA,NA,67,11.33,69.71,35,17.75,3.94,3.95,NA,NA
MIZ650,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,93,2020-03-10,2020,Rousettus madagascariensis,female,NL,no,no,NA,NA,60,9.8,69,31,13,6,5,55.97091117,4.029088835
MIZ68,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,24,2015-04-25,2015,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,50,11.59,70.8,34.2,23.4,2.1,6.1,NA,NA
MIZ69,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,24,2015-04-25,2015,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,64,11.18,74.26,33.87,23.93,4,6.07,NA,NA
MIZ74,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,24,2015-04-25,2015,Rousettus madagascariensis,male,A,NA,NA,NA,NA,60,11.53,69.9,32.3,14.8,5.1,7.2,NA,NA
MIZ76,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,24,2015-04-25,2015,Rousettus madagascariensis,male,A,NA,NA,NA,NA,70,11.01,73.2,36.2,15,11.5,13.7,NA,NA
MIZ80,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,24,2015-04-25,2015,Rousettus madagascariensis,male,A,NA,NA,NA,NA,73,11.81,74.49,36.67,13.53,small,NA,NA,NA
MIZ84,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,24,2015-04-26,2015,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,52,10.843,68,34.78,15.34,4.9,5.2,NA,NA
MIZ91,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,24,2015-04-26,2015,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,55,10.43,69.2,33.4,15.6,3.7,3.9,NA,NA
MIZ94,0,0,0,,NIH,Maromizaha,Maromizaha,-18.9623,48.4525,24,2015-04-26,2015,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,62,10.412,71.9,34.88,13.71,NA,4.5,NA,NA
MLB001,0,0,0,,CZID,Mahialambo,Maromizaha,-18.1102,48.2098,52,2018-12-13,2018,Pteropus rufus,female,L,no,yes,mom,MLB002,660,27.5,175,89.29,24.69,13.46,12.38,614.7735546,45.22644539
MLB002,0,0,0,,CZID,Mahialambo,Maromizaha,-18.1102,48.2098,52,2018-12-13,2018,Pteropus rufus,male,J,yes,yes,pup,MLB001,120,13,89.62,44.97,21.55,small,small,NA,NA
MLB003,0,0,0,,CZID,Mahialambo,Maromizaha,-18.1102,48.2098,52,2018-12-14,2018,Pteropus rufus,male,J,yes,no,NA,NA,190,17,119.32,57.08,23.18,small,small,NA,NA
MLB004,0,0,0,,CZID/NIH,Mahialambo,Maromizaha,-18.1102,48.2098,52,2018-12-16,2018,Pteropus rufus,female,NL,no,no,NA,NA,480,27.5,151.32,70.74,25.08,small,small,498.1689858,-18.16898581
MLB005,0,0,0,,CZID/NIH,Mahialambo,Maromizaha,-18.1102,48.2098,52,2018-12-17,2018,Pteropus rufus,male,A,no,no,NA,NA,740,25.5,170,85.65,23.56,23.4,16.4,673.0284357,66.97156425
MLB006,0,0,0,,CZID/NIH,Mahialambo,Maromizaha,-18.1102,48.2098,52,2018-12-18,2018,Pteropus rufus,female,L,no,yes,mom,MLB007,500,25,160,78.66,31.07,small,small,540.0298056,-40.02980558
MLB007,0,0,0,,CZID,Mahialambo,Maromizaha,-18.1102,48.2098,52,2018-12-18,2018,Pteropus rufus,female,J,yes,yes,pup,MLB006,180,17,122.75,59.29,27.3,small,small,NA,NA
MLB009,0,0,0,,CZID,Mahialambo,Maromizaha,-18.1102,48.2098,52,2018-12-18,2018,Pteropus rufus,male,A,no,no,NA,NA,625,26.3,162,80,21.23,15.94,14.03,600.4167932,24.58320678
RAK10,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-06,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,65,9.81,71,37.8,14.9,4.8,5.9,NA,NA
RAK18,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-07,2014,Rousettus madagascariensis,female,NL,NA,NA,NA,NA,60,10.02,66.4,31.4,12.4,small,NA,NA,NA
RAK20,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-07,2014,Rousettus madagascariensis,female,P,NA,NA,NA,NA,45,10,67.5,30.5,10.5,3,4.5,NA,NA
RAK22,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-08,2014,Rousettus madagascariensis,female,P,NA,NA,NA,NA,70,11.28,67.9,30,13,4,6,NA,NA
RAK23,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-08,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,60,11.7,74.8,34.8,12.4,11.5,11.6,NA,NA
RAK25,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-08,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,85,10.64,74.1,34.1,12.5,10.8,16.8,NA,NA
RAK26,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-08,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,70,11.35,70.3,30.4,11.4,10.3,10.6,NA,NA
RAK28,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-09,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,45,9.84,70.7,34.7,14.7,small,NA,NA,NA
RAK29,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-09,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,60,9.54,73,36.5,15,5,11,NA,NA
RAK30,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-09,2014,Rousettus madagascariensis,male,A,NA,NA,NA,NA,55,11.16,69.8,32.9,15.6,10.9,11.9,NA,NA
RAK31,0,0,0,,NIH,Makira,Ambakoana,-18.513,48.1665,15,2014-11-09,2014,Rousettus madagascariensis,female,P,NA,NA,NA,NA,60,9.63,66.5,30.1,17.7,0.7,3.7,NA,NA
ROU102,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,73,2019-08-08,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,60,NA,74.8,35.5,12.8,9.6,8.9,70.42616673,-10.42616673
ROU105,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,73,2019-08-09,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,65,11.14,74.4,35.6,13.3,7.6,9.6,69.80780201,-4.807802012
ROU108,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,73,2019-08-09,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,80,11.6,76.9,36.7,11.5,9.6,11.1,73.70752775,6.292472251
ROU111,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,73,2019-08-09,2019,Rousettus madagascariensis,male,J,yes,no,NA,NA,57,10.3,71.3,35.6,15,small,small,NA,NA
ROU114,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,73,2019-08-11,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,50,10.6,64.2,25.3,12.9,1.6,2,51.33706748,-1.337067477
ROU115,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-26,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,53,11.5,71,30.5,10.3,1.6,2.8,57.92091764,-4.920917642
ROU116,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-26,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,61,12.36,73.3,35.2,10.4,8.2,9.8,68.11834484,-7.118344839
ROU117,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-26,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,46,10.56,70.1,31.2,12.2,small,small,57.04204631,-11.04204631
ROU118,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-26,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,64,11.04,74.2,36,9,10.1,11.5,69.49942183,-5.499421828
ROU119,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-26,2019,Rousettus madagascariensis,female,J,yes,no,NA,NA,45,10.45,68.8,29.9,13,small,small,NA,NA
ROU121,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-26,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,52,11.15,70.7,33.6,10.7,receded,receded,64.18991125,-12.18991125
ROU125,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,53,11.17,68.2,32,13.9,small,small,60.49937873,-7.499378733
ROU126,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,56,10.67,68.7,32.9,11.3,3.4,2.9,55.67936908,0.32063092
ROU127,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,44,11.01,69.2,31.5,11.2,small,small,61.96530847,-17.96530847
ROU128,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,49,11.52,68.9,32.8,13.2,small,small,55.87370245,-6.873702451
ROU130,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,11.17,72.9,34.9,14.1,4.2,3.3,59.78355879,-4.783558795
ROU132,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,female,J,no,no,NA,NA,45,10.8,67.4,31.2,13.4,small,small,NA,NA
ROU133,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,53,10.82,70.8,33.5,11.1,2,3.5,57.72542071,-4.725420709
ROU135,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,54,10.31,72.3,32.1,11.9,2.8,1.7,59.19430263,-5.194302627
ROU140,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,80,2019-09-29,2019,Rousettus madagascariensis,female,J,yes,no,NA,NA,46,10.82,66.5,30.2,13.3,small,small,NA,NA
ROU142,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,57,10.93,71.7,32.4,9.4,4.4,3.2,58.60601657,-1.606016574
ROU143,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,53,11.09,74.6,34.8,11.5,5.7,6.6,70.11671715,-17.11671715
ROU145,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,58,11.89,71.6,35.5,13.4,6.7,8.2,65.53939581,-7.539395808
ROU147,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,62,11.65,74.5,34.6,15.2,5.1,3.6,61.35960295,0.640397048
ROU148,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,53,10.59,70.5,32.2,10.5,2.5,1.8,57.43238092,-4.432380917
ROU149,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,65,12.17,78.7,38.2,12.7,7,6.8,76.56653993,-11.56653993
ROU150,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,55,10.8,73.2,35.4,11.9,4.5,3.1,60.07854867,-5.078548667
ROU151,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,69,12.05,78.4,38.1,18.3,8.6,6.8,76.08707885,-7.087078853
ROU159,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,48,11.76,71.4,32.1,10.6,1,3.3,58.31223937,-10.31223937
ROU160,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,52,11.21,70.9,33.8,14.6,3.4,2.4,57.82315549,-5.823155489
ROU161,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-07,2019,Rousettus madagascariensis,male,A,no,no,NA,NA,51,11.18,71,34.2,12.9,small,small,64.63851623,-13.63851623
ROU162,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-08,2019,Rousettus madagascariensis,male,J,no,no,NA,NA,40,9.6,68.3,31.2,10.8,small,small,NA,NA
ROU164,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-08,2019,Rousettus madagascariensis,female,NL,no,no,NA,NA,55,11.31,73.4,34.4,12.8,1,3.2,60.27534204,-5.275342038
ROU167,0,0,0,,NIH,Ankarana_Canyon,Ankarana,-12.9435,49.0555,84,2019-11-08,2019,Rousettus madagascariensis,female,P,no,no,NA,NA,52,11.22,69.2,33.2,12.6,3.2,2.1,56.16541249,-4.165412487
